"Strategy_name","Test_period","value","variable","KPI"
"third_MVP","2022",-0.679218665047342,"Total Return","TotalReturn"
"third_MVP","2022",-0.6104,"Annualized Return","AnnualizedReturns"
"third_MVP","2022",0.6179,"Annualized Std Dev","AnnualizedReturns"
"third_MVP","2022",-1.0307,"Annualized Sharpe (Rf=2.76%)","AnnualizedReturns"
"third_MVP","2022",0.0389,"daily  Std Dev","Distributions"
"third_MVP","2022",-0.8165,"Skewness","Distributions"
"third_MVP","2022",5.5122,"Kurtosis","Distributions"
"third_MVP","2022",2.5122,"Excess kurtosis","Distributions"
"third_MVP","2022",-0.8246,"Sample skewness","Distributions"
"third_MVP","2022",2.5741,"Sample excess kurtosis","Distributions"
"third_MVP","2022",0.03,"Semi Deviation","DownsideRisk"
"third_MVP","2022",0.021,"Gain Deviation","DownsideRisk"
"third_MVP","2022",0.0318,"Loss Deviation","DownsideRisk"
"third_MVP","2022",0.0314,"Downside Deviation (MAR=0%)","DownsideRisk"
"third_MVP","2022",0.0314,"Downside Deviation (Rf=0%)","DownsideRisk"
"third_MVP","2022",0.0314,"Downside Deviation (0%)","DownsideRisk"
"third_MVP","2022",0.7286,"Maximum Drawdown","DownsideRisk"
"third_MVP","2022",-0.0729,"Historical VaR (95%)","DownsideRisk"
"third_MVP","2022",-0.1022,"Historical ES (95%)","DownsideRisk"
"third_MVP","2022",-0.0734,"Modified VaR (95%)","DownsideRisk"
"third_MVP","2022",-0.1156,"Modified ES (95%)","DownsideRisk"
"third_MVP","2022",0.0314,"daily downside risk","DownsideRiskRatio"
"third_MVP","2022",0.4983,"Annualised downside risk","DownsideRiskRatio"
"third_MVP","2022",0.0156,"Downside potential","DownsideRiskRatio"
"third_MVP","2022",0.81,"Omega","DownsideRiskRatio"
"third_MVP","2022",-0.0942,"Sortino ratio","DownsideRiskRatio"
"third_MVP","2022",0.0126,"Upside potential","DownsideRiskRatio"
"third_MVP","2022",0.5355,"Upside potential ratio","DownsideRiskRatio"
"third_MVP","2022",-0.19,"Omega-sharpe ratio","DownsideRiskRatio"
