"","Date","first_MVP_top4","first_MVP_bottom4","first_maxSR_top4","first_maxSR_bottom4","first_EW_top4","first_EW_bottom4","first_InvInef_top4","first_InvInef_bottom4","first_MVP_top8","first_MVP_bottom8","first_maxSR_top8","first_maxSR_bottom8","first_EW_top8","first_EW_bottom8","first_InvInef_top8","first_InvInef_bottom8"
"1",2020-01-01,0.0320802015402128,0.000732436302168571,0.00772205364339684,-0.00291758043644086,0.0432489400301639,-0.00146578370168848,0.037283659711963,-0.00163819748167404,0.0287882943704925,0.000930531800975132,0.00772205364339706,0.0176908168507937,0.0293732302421086,0.00223865853893956,0.0563252477761,0.000117863844162125
"2",2020-01-02,0.0137237451133838,-0.0304611230836779,-0.0480554435942553,-0.0521846670876273,0.0524850567756572,-0.0416641829486757,0.0329803320428286,-0.0440297893231094,-0.000511804233296331,-0.0279274465742294,-0.0480554435942553,-0.0242807575334889,0.00840984462881145,-0.0343234253417064,0.0808449625178276,-0.035818696621766
"3",2020-01-03,0.016496340067077,0.0180499079110397,0.0191685382474478,-0.00743123163292458,0.00886970831224376,0.00985872299167689,0.0113586278455502,0.0072881992172682,0.00665379866971949,0.0218275005629924,0.019168538247448,0.0155616304828514,0.0152997308733949,0.0164594209713125,-0.00390384723866177,0.0135162380533327
"4",2020-01-04,0.0277651382037736,0.0274907354389824,0.0306846861599499,0.00914198937346566,0.00956763452794829,0.0361311603714112,0.0160078804679813,0.0342167938124935,0.0189891795700305,0.0346179769649346,0.0306846861599501,0.0323034733511174,0.0250548903254311,0.0421340887738213,-0.00944122130793013,0.0371024455581017
"5",2020-01-05,0.0404294615982195,0.0283251106109796,0.0422008391653612,0.0250002610801296,0.0302503201708335,0.0527003621523328,0.0338182456969895,0.052036235168528,0.0228815938797446,0.0433880897597043,0.0422008391653614,0.0213139643228335,0.0313386965685953,0.0644070123086078,0.00680426994333305,0.0571993800729944
"6",2020-01-06,0.100704902577929,0.077369526037667,0.102200188203365,0.0849588880667562,0.0960195976134099,0.110019590153774,0.0971185375397416,0.1097067960253,0.0734424647998977,0.0911229911998592,0.102200188203366,0.0901009145562679,0.0922685186664289,0.124207108974159,0.0689492000117629,0.118248075677487
"7",2020-01-07,0.136564439949329,0.128366928134595,0.0983396008912873,0.0885790417677916,0.147875423285368,0.118130270778113,0.140616066745596,0.115731674425478,0.0898549751394409,0.134726065260507,0.0983396008912873,0.165539527085528,0.114003862924106,0.126686646203032,0.135935323200977,0.115836397427213
"8",2020-01-08,0.105777022053083,0.115829249158222,0.0749697865557903,0.0584307181418011,0.105563377490819,0.093707248206468,0.10295934211467,0.0898073664397963,0.0533686097000678,0.116588800811382,0.0749697865557903,0.191474606483328,0.078169088121429,0.111090865945794,0.0821927971431824,0.0953472578964349
"9",2020-01-09,0.0896860769256824,0.0886618782282609,0.0633483751928983,0.0511562513486075,0.0834575494234544,0.0819254083447478,0.0831283582548576,0.0789909431491183,0.0352731381045122,0.0900496895834371,0.0633483751928983,0.19469406102673,0.0609900427957644,0.107422988285137,0.0525611345763908,0.0913687713788069
"10",2020-01-10,0.153394674187659,0.127679005144776,0.141325063032913,0.0888922923129474,0.137766481941935,0.108486759073678,0.14350272474312,0.10560261295227,0.0849281011390255,0.129916095172793,0.141325063032913,0.215267760682714,0.121596822199868,0.136979501191339,0.102568094687034,0.121724786159394
"11",2020-01-11,0.158414784794342,0.110265516720038,0.1489849895579,0.0830809786249438,0.136372979474897,0.105249009692704,0.144910081175282,0.102720686514222,0.0962177493903236,0.112285577187153,0.1489849895579,0.241253709634391,0.122759233854294,0.143127565035732,0.0972877601714499,0.125374161978269
"12",2020-01-12,0.201844584206084,0.131738972376876,0.223378928923867,0.109559995543565,0.189849126118212,0.121269607154988,0.197821722208054,0.11922676234474,0.12290581065364,0.134665081685155,0.223378928923867,0.232337275487396,0.159244807446759,0.154860398672057,0.139755687814218,0.140874207160894
