"","Date","third_MVP_top4","third_MVP_bottom4","third_maxSR_top4","third_maxSR_bottom4","third_EW_top4","third_EW_bottom4","third_InvInef_top4","third_InvInef_bottom4","third_MVP_top8","third_MVP_bottom8","third_maxSR_top8","third_maxSR_bottom8","third_EW_top8","third_EW_bottom8","third_InvInef_top8","third_InvInef_bottom8"
"1",2022-01-01,0.0615417961050753,0.0259186911695741,0.030106405895415,0.0233470992370035,0.0410203614300428,0.0239047947632307,0.0558897124769391,0.0232420540478451,0.0451416399489497,0.0306585473849028,0.0257736164581865,0.0284666610568005,0.0360777210916929,0.0305932807735576,0.0344567373056923,0.0283399319716524
"2",2022-01-02,-0.0206862932185984,0.0126534396601872,0.00765056904790096,0.00548711229418664,-0.000485229035112611,0.0095271782281936,-0.0146812507661219,0.00516600934161571,-0.0063403799094347,-0.00558060471938338,0.0128510349877906,0.00540081457702479,0.0114406219423624,0.0118193910269142,0.0113408354085514,0.0109226507998146
"3",2022-01-03,-0.0319930547002922,-0.0140616883424807,-0.0369170071211046,-0.0187805983929906,-0.0273178958016892,-0.0180175590841999,-0.0291451726813156,-0.0221686772885875,-0.0231741475419859,-0.0181449748411214,-0.0247251578651225,-0.0200422015314743,-0.010358163972341,-0.0163239776352589,-0.00911892900142197,-0.0174437746364671
"4",2022-01-04,-0.0276537389470398,-0.00196281785467234,-0.00908161041188849,-0.00974713078434064,-0.020757690687666,-0.00595590101678345,-0.0267804269522507,-0.0116037971650186,-0.0129240321759385,-0.00974927891181332,0.00240568421622811,-0.0113627856393275,-0.0128164543194506,-0.00711354843399881,-0.012801608778414,-0.00508070624624291
"5",2022-01-05,-0.0677381979225109,-0.0746868405012354,-0.066075303129571,-0.0757123743445843,-0.0673118128491562,-0.0730400733758991,-0.0678810590276608,-0.074517842132074,-0.0673795074751166,-0.0535526887047055,-0.0662734175265716,-0.0623532222248581,-0.045128851265254,-0.0633063577927686,-0.0467193081228213,-0.0617547336278402
"6",2022-01-06,-0.0119689798597632,0.0161451257284753,-0.00375393290131198,0.0658784935759491,-0.00739655893395863,0.0336127171161766,-0.0105482557621034,0.0681053410801098,-0.0219854357353449,-0.00980161297624305,-0.0259977562900572,0.0454800318430242,-0.0093401326006306,0.0126529995179592,-0.0080260135682122,0.00349323412931613
"7",2022-01-07,-0.0485186615584047,-0.0406391493233923,-0.0553628060368651,-0.0694526775989632,-0.0326745437255662,-0.0499158240240635,-0.0390882035251096,-0.0678319733979003,-0.0558990001676829,-0.0403411995191675,-0.0635947675049389,-0.0777370711562823,-0.0295026628655736,-0.0522609540636834,-0.0304814180996924,-0.0460611454359632
"8",2022-01-08,-0.0463250409575269,-0.0145982560264561,-0.0399579370890334,-0.0236487716034104,-0.023232248241312,-0.0188543449479557,-0.0347150291232807,-0.025107216209396,-0.0405939536665694,0.000478761742559675,-0.0349991770819744,-0.0243943242991861,-0.0259908164390724,-0.0191886606475656,-0.0270446509869297,-0.0189484233974184
"9",2022-01-09,0.0255328378765332,0.0122513656059673,0.0196772928446616,0.00375965345546314,0.0156991783767453,0.00770768961045176,0.0212169775295512,0.00415285307046931,0.0225508193965296,0.00623269942873494,0.0205601594836156,0.0068199899569914,0.0256511821446535,0.0125650166838227,0.0244290155644802,0.0102143730677229
"10",2022-01-10,-0.0389470083536543,-0.0405670989089998,-0.0321192796690456,-0.0474433555834354,-0.0331768550451406,-0.0419870418592762,-0.0364737319965797,-0.0418304662741662,-0.0333749774607315,-0.00659061594424382,-0.026851063126211,-0.0379811667672911,-0.0251456783786873,-0.0357068731002028,-0.0263880321387808,-0.038405373714695
"11",2022-01-11,0.0605829929088859,0.0487233150819546,0.0869250816447891,0.0501406784047029,0.0430807591483517,0.0496178060964174,0.0477954739885307,0.0467292951755895,0.0486717486332418,0.0222850482046029,0.0625066541978814,0.0394557741694324,0.0214723600376536,0.0375345952369812,0.020791796788779,0.0424008513457916
"12",2022-01-12,0.0388545099778137,0.0444947634920954,0.049435122690686,0.0512828959439766,0.0368588618414796,0.0468006777536745,0.0359231741267438,0.0489935650854689,0.0389540607059722,0.0305923497796607,0.0438062678089768,0.0520418967202461,0.0325008129156268,0.0502357640025384,0.0335298334714398,0.0498079958743312
"13",2022-01-13,0.048001584263017,-0.032978255113749,-0.0249066969827536,-0.023391381934205,0.011403651512345,-0.0246129048589987,0.0403791194022136,-0.0331833479520168,0.0146544944477729,-0.0340415277719491,-0.0328702295549526,-0.026958678266916,-0.0168908228245579,-0.0364419674864459,-0.0164384223195667,-0.0180902958824862
"14",2022-01-14,0.0343558771592143,0.0208095113704101,0.0307620913059765,0.0353870414477326,0.0266368526906229,0.0278573676006364,0.0299977214258702,0.0287777542478798,0.0241970066532364,0.013698897831468,0.023218539625725,0.0355361425163949,0.0261305471538571,0.0219866319571578,0.0237320843258817,0.0309556089449317
